Sentence,question,correct_answer,false_answer,pythia_question,bert_question
The ambassadors appreciated the interpreters that the representatives supported despite the expected difficulties,Who the representatives supported?,interpreters,ambassadors,"The ambassadors appreciated the interpreters that the representatives supported despite the expected difficulties. Therefore, the representatives supported the ","The ambassadors appreciated the interpreters that the representatives supported despite the expected difficulties. Therefore, the representatives supported the [MASK] despite the expected difficulties."
The ambassador appreciated the interpreters that last week the moderate representatives at the conference supported despite the expected difficulties,Who the representatives supported?,interpreters,ambassador,"The ambassador appreciated the interpreters that last week the moderate representatives at the conference supported despite the expected difficulties. Therefore, the representatives supported the ","The ambassador appreciated the interpreters that last week the moderate representatives at the conference supported despite the expected difficulties. Therefore, the representatives supported the [MASK] despite the expected difficulties."
The ambassadors appreciated the interpreters that last week the moderate representatives at the conference supported despite the expected difficulties,Who the representatives supported?,interpreters,ambassadors,"The ambassadors appreciated the interpreters that last week the moderate representatives at the conference supported despite the expected difficulties. Therefore, the representatives supported the ","The ambassadors appreciated the interpreters that last week the moderate representatives at the conference supported despite the expected difficulties. Therefore, the representatives supported the [MASK] despite the expected difficulties."
The defense attorney accompanied the accused ones that the jurors disliked in light of the accumulated evidence,Who did the jurors dislike?,accused,attorney,"The defense attorney accompanied the accused ones that the jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the ","The defense attorney accompanied the accused ones that the jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the [MASK] in light of the accumulated evidence."
The defense attorneys accompanied the accused ones that the jurors disliked in light of the accumulated evidence,Who did the jurors dislike?,accused,attorneys,"The defense attorneys accompanied the accused ones that the jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the ","The defense attorneys accompanied the accused ones that the jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the [MASK] in light of the accumulated evidence."
The defense attorney accompanied the accused ones that two weeks ago the older and conservative jurors disliked in light of the accumulated evidence,Who did the jurors dislike?,accused,attorney,"The defense attorney accompanied the accused ones that two weeks ago the older and conservative jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the ","The defense attorney accompanied the accused ones that two weeks ago the older and conservative jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the [MASK] in light of the accumulated evidence."
The defense attorneys accompanied the accused ones that two weeks ago the older and conservative jurors disliked in light of the accumulated evidence,Who did the jurors dislike?,accused,attorneys,"The defense attorneys accompanied the accused ones that two weeks ago the older and conservative jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the ","The defense attorneys accompanied the accused ones that two weeks ago the older and conservative jurors disliked in light of the accumulated evidence. Therefore, the jurors disliked the [MASK] in light of the accumulated evidence."
The choreographer recognized the dancers that cast members mocked during the first audition,Who did cast members mock?,dancers,choreographer,"The choreographer recognized the dancers that cast members mocked during the first audition. Therefore, that cast members mocked the ","The choreographer recognized the dancers that cast members mocked during the first audition. Therefore, that cast members mocked the [MASK] during the first audition."
The choreographers recognized the dancers that cast members mocked during the first audition,Who did cast members mock?,dancers,choreographers,"The choreographers recognized the dancers that cast members mocked during the first audition. Therefore, that cast members mocked the ","The choreographers recognized the dancers that cast members mocked during the first audition. Therefore, that cast members mocked the [MASK] during the first audition."
The choreographer recognized the dancers that last year's arrogant cast members mocked during the first audition,Who did cast members mock?,dancers,choreographer,"The choreographer recognized the dancers that last year's arrogant cast members mocked during the first audition. Therefore, that cast members mocked the ","The choreographer recognized the dancers that last year's arrogant cast members mocked during the first audition. Therefore, that cast members mocked the [MASK] during the first audition."
The choreographers recognized the dancers that last year's arrogant cast members mocked during the first audition,Who did cast members mock?,dancers,choreographers,"The choreographers recognized the dancers that last year's arrogant cast members mocked during the first audition. Therefore, that cast members mocked the ","The choreographers recognized the dancers that last year's arrogant cast members mocked during the first audition. Therefore, that cast members mocked the [MASK] during the first audition."
The king nurtured the princesses that the subjects rebelled against during the transition of power,Who the subjects rebelled against during the transition of power?,princesses,king,"The king nurtured the princesses that the subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the ","The king nurtured the princesses that the subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the [MASK] during the transition of power."
The kings nurtured the princesses that the subjects rebelled against during the transition of power,Who the subjects rebelled against during the transition of power?,princesses,kings,"The kings nurtured the princesses that the subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the ","The kings nurtured the princesses that the subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the [MASK] during the transition of power."
The king nurtured the princesses that a year ago the poor and unfortunate subjects rebelled against during the transition of power,Who the subjects rebelled against during the transition of power?,princesses,king,"The king nurtured the princesses that a year ago the poor and unfortunate subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the ","The king nurtured the princesses that a year ago the poor and unfortunate subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the [MASK] during the transition of power."
The kings nurtured the princesses that a year ago the poor and unfortunate subjects rebelled against during the transition of power,Who the subjects rebelled against during the transition of power?,princesses,kings,"The kings nurtured the princesses that a year ago the poor and unfortunate subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the ","The kings nurtured the princesses that a year ago the poor and unfortunate subjects rebelled against during the transition of power. Therefore, the subjects rebelled against the [MASK] during the transition of power."
The tenant hosted the old women that the neighbors gossiped about at the last building meeting,Who the neighbors gossiped about?,women,tenant,"The tenant hosted the old women that the neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the ","The tenant hosted the old women that the neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the [MASK] at the last building meeting."
The tenants hosted the old women that the neighbors gossiped about at the last building meeting,Who the neighbors gossiped about?,women,tenants,"The tenants hosted the old women that the neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the ","The tenants hosted the old women that the neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the [MASK] at the last building meeting."
The tenant hosted the old women that last week the rude neighbors gossiped about at the last building meeting,Who the neighbors gossiped about?,women,tenant,"The tenant hosted the old women that last week the rude neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the ","The tenant hosted the old women that last week the rude neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the [MASK] at the last building meeting."
The tenants hosted the old women that last week the rude neighbors gossiped about at the last building meeting,Who the neighbors gossiped about?,women,tenants,"The tenants hosted the old women that last week the rude neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the ","The tenants hosted the old women that last week the rude neighbors gossiped about at the last building meeting. Therefore, the neighbors gossiped about the [MASK] at the last building meeting."
The dealer advertised the painters that the collectors looked at during the gallery visit,Who the collectors looked at?,painters,dealer,"The dealer advertised the painters that the collectors looked at during the gallery visit. Therefore, the collectors looked at the ","The dealer advertised the painters that the collectors looked at during the gallery visit. Therefore, the collectors looked at the [MASK] during the gallery visit."
The dealers advertised the painters that the collectors looked at during the gallery visit,Who the collectors looked at?,painters,dealers,"The dealers advertised the painters that the collectors looked at during the gallery visit. Therefore, the collectors looked at the ","The dealers advertised the painters that the collectors looked at during the gallery visit. Therefore, the collectors looked at the [MASK] during the gallery visit."
The dealer advertised the painters that a month ago the rich and mysterious collectors looked at during the visit to the gallery,Who the collectors looked at?,painters,dealer,"The dealer advertised the painters that a month ago the rich and mysterious collectors looked at during the visit to the gallery. Therefore, the collectors looked at the ","The dealer advertised the painters that a month ago the rich and mysterious collectors looked at during the visit to the gallery. Therefore, the collectors looked at the [MASK] during the gallery visit."
The dealers advertised the painters that a month ago the rich and mysterious collectors looked at during the visit to the gallery,Who the collectors looked at?,painters,dealers,"The dealers advertised the painters that a month ago the rich and mysterious collectors looked at during the visit to the gallery. Therefore, the collectors looked at the ","The dealers advertised the painters that a month ago the rich and mysterious collectors looked at during the visit to the gallery. Therefore, the collectors looked at the [MASK] during the gallery visit."
The officer trained the sergeants that the recruits feared during the long drills,Who did the recruits feared of?,sergeants,officer,"The officer trained the sergeants that the recruits feared during the long drills. Therefore, the recruits feared of the ","The officer trained the sergeants that the recruits feared during the long drills. Therefore, the recruits feared of the [MASK] during the long drills."
The officers trained the sergeants that the recruits feared during the long drills,Who did the recruits feared of?,sergeants,officers,"The officers trained the sergeants that the recruits feared during the long drills. Therefore, the recruits feared of the ","The officers trained the sergeants that the recruits feared during the long drills. Therefore, the recruits feared of the [MASK] during the long drills."
The officer trained the sergeants that for the past month the confused and tired rookies feared during the long drills,Who did the rookies feared of?,sergeants,officer,"The officer trained the sergeants that for the past month the confused and tired rookies feared during the long drills. Therefore, the rookies feared of the ","The officer trained the sergeants that for the past month the confused and tired rookies feared during the long drills. Therefore, the rookies feared of the [MASK] during the long drills."
The officers trained the sergeants that for the past month the confused and tired rookies feared during the long drills,Who did the recruits feared of?,sergeants,officers,"The officers trained the sergeants that for the past month the confused and tired rookies feared during the long drills. Therefore, the rookies feared of the ","The officers trained the sergeants that for the past month the confused and tired rookies feared during the long drills. Therefore, the rookies feared of the [MASK] during the long drills."
The photographer chose the sergeants that the designers harassed after the magazine interview,Who the designers harrased after the magazine interview?,sergeants,photographer,"The photographer chose the sergeants that the designers harassed after the magazine interview. Therefore, the designers harassed the ","The photographer chose the sergeants that the designers harassed after the magazine interview. Therefore, the designers harassed the [MASK] after the interview for the magazine."
The photographers chose the models that the designers harassed after the magazine interview,Who the designers harrased after the magazine interview?,models,photographers,"The photographers chose the models that the designers harassed after the magazine interview. Therefore, the designers harassed the ","The photographers chose the models that the designers harassed after the magazine interview. Therefore, the designers harassed the [MASK] after the interview for the magazine."
The photographer chose the models that in recent months the most respected designers harassed after the interview for the magazine,Who the designers harrased after the magazine interview?,models,photographer,"The photographer chose the models that in recent months the most respected designers harassed after the interview for the magazine. Therefore, the designers harassed the ","The photographer chose the models that in recent months the most respected designers harassed after the interview for the magazine. Therefore, the designers harassed the [MASK] after the interview for the magazine."
The photographers chose the models that in recent months the most respected designers harassed after the interview for the magazine,Who the designers harrased after the magazine interview?,models,photographers,"The photographers chose the models that in recent months the most respected designers harassed after the interview for the magazine. Therefore, the designers harassed the ","The photographers chose the models that in recent months the most respected designers harassed after the interview for the magazine. Therefore, the designers harassed the [MASK] after the interview for the magazine."
The photographer chose the models that the designers harassed after the magazine interview,Who the designers harrased after the magazine interview?,models,photographer,"The photographer chose the models that the designers harassed after the magazine interview. Therefore, the designers harassed the ","The photographer chose the models that the designers harassed after the magazine interview. Therefore, the designers harassed the [MASK] after the interview for the magazine."
The presenter despised the reporters that superiors impressed by their extraordinary professionalism,Who impressed the superiors?,reporters,presenter,"The presenter despised the reporters that superiors impressed by their extraordinary professionalism. Therefore, the superiors were impressed by the ","The presenter despised the reporters that superiors impressed by their extraordinary professionalism. Therefore, the [MASK] impressed the superiors by their extraordinary professionalism."
The presenters despised the reporters that superiors impressed by their extraordinary professionalism,Who impressed the superiors?,reporters,presenters,"The presenters despised the reporters that superiors impressed by their extraordinary professionalism. Therefore, the superiors were impressed by the ","The presenters despised the reporters that superiors impressed by their extraordinary professionalism. Therefore, the [MASK] impressed the superiors by their extraordinary professionalism."
The presenter despised the reporters that last year's executives at the central channel impressed thanks to their extraordinary professionalism,Who impressed the executives?,reporters,presenter,"The presenter despised the reporters that last year's executives at the central channel impressed thanks to their extraordinary professionalism. Therefore, the executives were impressed by the ","The presenter despised the reporters that last year's executives at the central channel impressed thanks to their extraordinary professionalism. Therefore, the executives were impressed by the [MASK] thanks to their extraordinary professionalism."
The presenters despised the reporters that last year's executives at the central channel impressed thanks to their extraordinary professionalism,Who impressed the executives?,reporters,presenters,"The presenters despised the reporters that last year's executives at the central channel impressed thanks to their extraordinary professionalism. Therefore, the executives were impressed by the ","The presenters despised the reporters that last year's executives at the central channel impressed thanks to their extraordinary professionalism. Therefore, the executives were impressed by the [MASK] thanks to their extraordinary professionalism."
The cook liked the waitresses that the diners complimented at the end of the impressive event,Who the diners complimented at the end of the impressive event?,waitresses,cook,"The cook liked the waitresses that the diners complimented at the end of the impressive event. Therefore, the diners complimented the ","The cook liked the waitresses that the diners complimented at the end of the impressive event. Therefore, the diners complimented the [MASK] at the end of the impressive event."
The cooks liked the waitresses that the diners complimented at the end of the impressive event,Who the diners complimented at the end of the impressive event?,waitresses,cooks,"The cooks liked the waitresses that the diners complimented at the end of the impressive event. Therefore, the diners complimented the ","The cooks liked the waitresses that the diners complimented at the end of the impressive event. Therefore, the diners complimented the [MASK] at the end of the impressive event."
The cook liked the waitresses that yesterday evening the seventy satisfied diners complimented at the end of the impressive event,Who the diners complimented at the end of the impressive event?,waitresses,cook,"The cook liked the waitresses that yesterday evening the seventy satisfied diners complimented at the end of the impressive event. Therefore, the seventy satisfied diners complimented the ","The cook liked the waitresses that yesterday evening the seventy satisfied diners complimented at the end of the impressive event. Therefore, the seventy satisfied diners complimented the [MASK] at the end of the impressive event."
The cooks liked the waitresses that yesterday evening the seventy satisfied diners complimented at the end of the impressive event,Who the diners complimented at the end of the impressive event?,waitresses,cooks,"The cooks liked the waitresses that yesterday evening the seventy satisfied diners complimented at the end of the impressive event. Therefore, the seventy satisfied diners complimented the ","The cooks liked the waitresses that yesterday evening the seventy satisfied diners complimented at the end of the impressive event. Therefore, the seventy satisfied diners complimented the [MASK] at the end of the impressive event."
The pianist introduced the composers that the violinists admired during rehearsals for the concert,Who did the violinists admire?,composers,pianist,"The pianist introduced the composers that the violinists admired during rehearsals for the concert. Therefore, the violinists admired the ","The pianist introduced the composers that the violinists admired during rehearsals for the concert. Therefore, the violinists admired the [MASK]"
The pianists introduced the composers that the violinists admired during rehearsals for the concert,Who did the violinists admire?,composers,pianists,"The pianists introduced the composers that the violinists admired during rehearsals for the concert. Therefore, the violinists admired the ","The pianists introduced the composers that the violinists admired during rehearsals for the concert. Therefore, the violinists admired the [MASK]"
The pianist introduced the composers who last month the old and famous violinists admired during rehearsals for the concert,Who did the violinists admire?,composers,pianist,"The pianist introduced the composers who last month the old and famous violinists admired during rehearsals for the concert. Therefore, the old and famous violinists admired the ","The pianist introduced the composers who last month the old and famous violinists admired during rehearsals for the concert. Therefore, the violinists admired the [MASK]"
The pianists introduced the composers who last month the old and famous violinists admired during rehearsals for the concert,Who did the violinists admire?,composers,pianists,"The pianists introduced the composers who last month the old and famous violinists admired during rehearsals for the concert. Therefore, the old and famous violinists admired the ","The pianists introduced the composers who last month the old and famous violinists admired during rehearsals for the concert. Therefore, the violinists admired the [MASK]"
The inspector overtook the drivers that the motorcyclists escaped while the traffic light was changing,Who did the motorcyclists escaped from?,drivers,inspector,"The inspector overtook the drivers that the motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the ","The inspector overtook the drivers that the motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the [MASK] while the traffic light was changing."
The inspectors overtook the drivers that the motorcyclists escaped while the traffic light was changing,Who did the motorcyclists escaped from?,drivers,inspectors,"The inspectors overtook the drivers that the motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the ","The inspectors overtook the drivers that the motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the [MASK] while the traffic light was changing."
The inspector overtook the drivers who this morning the careless motorcyclists escaped while the traffic light was changing,Who did the motorcyclists escaped from?,drivers,inspector,"The inspector overtook the drivers who this morning the careless motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the ","The inspector overtook the drivers who this morning the careless motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the [MASK] while the traffic light was changing."
The inspectors overtook the drivers who this morning the careless motorcyclists escaped while the traffic light was changing,Who did the motorcyclists escaped from?,drivers,inspectors,"The inspectors overtook the drivers who this morning the careless motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the ","The inspectors overtook the drivers who this morning the careless motorcyclists escaped while the traffic light was changing. Therefore, the motorcyclists escaped the [MASK] while the traffic light was changing."
The referee disqualified the tennis players that the spectators approached at the end of the opening match,Who did the spectators approached?,player,referee,"The referee disqualified the tennis players that the spectators approached at the end of the opening match. Therefore, the spectators approached the ","The referee disqualified the tennis players that the spectators approached at the end of the opening match. Therefore, the spectators approached the [MASK] at the end of the opening match."
The referees disqualified the tennis players that the spectators approached at the end of the opening match,Who did the spectators approached?,player,referees,"The referees disqualified the tennis players that the spectators approached at the end of the opening match. Therefore, the spectators approached the ","The referees disqualified the tennis players that the spectators approached at the end of the opening match. Therefore, the spectators approached the [MASK] at the end of the opening match."
The referee disqualified the tennis players who a week ago the spectators from the upper stand approached at the end of the opening match,Who did the spectators approached?,player,referee,"The referee disqualified the tennis players who a week ago the spectators from the upper stand approached at the end of the opening match. Therefore, the spectators approached the ","The referee disqualified the tennis players who a week ago the spectators from the upper stand approached at the end of the opening match. Therefore, the spectators approached the [MASK] at the end of the opening match."
The referees disqualified the tennis players who a week ago the spectators from the upper stand approached at the end of the opening match,Who did the spectators approached?,player,referees,"The referees disqualified the tennis players who a week ago the spectators from the upper stand approached at the end of the opening match. Therefore, the spectators approached the ","The referees disqualified the tennis players who a week ago the spectators from the upper stand approached at the end of the opening match. Therefore, the spectators approached the [MASK] at the end of the opening match."
The clerk found the bank managers that the robbers shot before the police arrived on the scene,Who did the robbers shot?,managers,clerk,"The clerk found the bank managers that the robbers shot before the police arrived on the scene. Therefore, the robbers shot the ","The clerk found the bank managers that the robbers shot before the police arrived on the scene. Therefore, the robbers shot the [MASK] before the police arrived at the scene."
The clerks found the bank managers that the robbers shot before the police arrived on the scene,Who did the robbers shot?,managers,clerks,"The clerks found the bank managers that the robbers shot before the police arrived on the scene. Therefore, the robbers shot the ","The clerks found the bank managers that the robbers shot before the police arrived on the scene. Therefore, the robbers shot the [MASK] before the police arrived at the scene."
The clerk found the bank managers that this morning the armed and dangerous robbers shot before the police arrived at the scene,Who did the robbers shot?,managers,clerk,"The clerk found the bank managers that this morning the armed and dangerous robbers shot before the police arrived at the scene. Therefore, the robbers shot the ","The clerk found the bank managers that this morning the armed and dangerous robbers shot before the police arrived at the scene. Therefore, the robbers shot the [MASK] before the police arrived at the scene."
The clerks found the bank managers that this morning the armed and dangerous robbers shot before the police arrived at the scene,Who did the robbers shot?,managers,clerks,"The clerks found the bank managers that this morning the armed and dangerous robbers shot before the police arrived at the scene. Therefore, the robbers shot the ","The clerks found the bank managers that this morning the armed and dangerous robbers shot before the police arrived at the scene. Therefore, the robbers shot the [MASK] before the police arrived at the scene."
The architect hated the brokers that the tenants trusted in the process of writing the contract,Who did the tenants trusted?,brokers,architect,"The architect hated the brokers that the tenants trusted in the process of writing the contract. Therefore, the tenants trusted the ","The architect hated the brokers that the tenants trusted in the process of writing the contract. Therefore, the tenants trusted the [MASK] in the process of writing the contract."
The architects hated the brokers that the tenants trusted in the process of writing the contract,Who did the tenants trusted?,brokers,architects,"The architects hated the brokers that the tenants trusted in the process of writing the contract. Therefore, the tenants trusted the ","The architects hated the brokers that the tenants trusted in the process of writing the contract. Therefore, the tenants trusted the [MASK] in the process of writing the contract."
The architect hated the brokers that last year the careful and experienced tenants trusted in the process of writing the contract,Who did the tenants trusted?,brokers,architect,"The architect hated the brokers that last year the careful and experienced tenants trusted in the process of writing the contract. Therefore, the tenants trusted the ","The architect hated the brokers that last year the careful and experienced tenants trusted in the process of writing the contract. Therefore, the tenants trusted the [MASK] in the process of writing the contract."
The architects hated the brokers that last year the careful and experienced tenants trusted in the process of writing the contract,Who did the tenants trusted?,brokers,architects,"The architects hated the brokers that last year the careful and experienced tenants trusted in the process of writing the contract. Therefore, the tenants trusted the ","The architects hated the brokers that last year the careful and experienced tenants trusted in the process of writing the contract. Therefore, the tenants trusted the [MASK] in the process of writing the contract."
The practitioner saw the students that the lecturers advised during the difficult test,Who did the lecturers advise? ,students,practitioner,"The practitioner saw the students that the lecturers advised during the difficult test. Therefore, the lecturers advised the ","The practitioner saw the students that the lecturers advised during the difficult test. Therefore, the lecturers advised the [MASK] during the difficult test."
The practitioners saw the students that the lecturers advised during the difficult test,Who did the lecturers advise? ,students,practitioners,"The practitioners saw the students that the lecturers advised during the difficult test. Therefore, the lecturers advised the ","The practitioners saw the students that the lecturers advised during the difficult test. Therefore, the lecturers advised the [MASK] during the difficult test."
The practitioner saw the students that two days ago the inexperienced lecturers advised during the difficult test,Who did the lecturers advise? ,students,practitioner,"The practitioner saw the students that two days ago the inexperienced lecturers advised during the difficult test. Therefore, the lecturers advised the ","The practitioner saw the students that two days ago the inexperienced lecturers advised during the difficult test. Therefore, the lecturers advised the [MASK] during the difficult test."
The practitioners saw the students that two days ago the inexperienced lecturers advised during the difficult test,Who did the lecturers advise? ,students,practitioners,"The practitioners saw the students that two days ago the inexperienced lecturers advised during the difficult test. Therefore, the lecturers advised the ","The practitioners saw the students that two days ago the inexperienced lecturers advised during the difficult test. Therefore, the lecturers advised the [MASK] during the difficult test."
The diagnostician looked for the psychologists that the patients appreciated thanks to the personal attitude,Who did the patients appreciated?,psychologists,diagnostician,"The diagnostician looked for the psychologists that the patients appreciated thanks to the personal attitude. Therefore, the patients appreciated the ","The diagnostician looked for the psychologists that the patients appreciated thanks to the personal attitude. Therefore, the patients appreciated the [MASK]"
The diagnosticians looked for the psychologists that the patients appreciated thanks to the personal attitude,Who did the patients appreciated?,psychologists,diagnosticians,"The diagnosticians looked for the psychologists that the patients appreciated thanks to the personal attitude. Therefore, the patients appreciated the ","The diagnosticians looked for the psychologists that the patients appreciated thanks to the personal attitude. Therefore, the patients appreciated the [MASK]"
The diagnostician looked for the psychologists that in recent months the patients in the rehabilitation wing appreciated thanks to the personal attitude,Who did the patients appreciated?,psychologists,diagnostician,"The diagnostician looked for the psychologists that in recent months the patients in the rehabilitation wing appreciated thanks to the personal attitude. Therefore, the patients appreciated the ","The diagnostician looked for the psychologists that in recent months the patients in the rehabilitation wing appreciated thanks to the personal attitude. Therefore, the patients appreciated the [MASK]"
The diagnosticians looked for the psychologists that in recent months the patients in the rehabilitation wing appreciated thanks to the personal attitude,Who did the patients appreciated?,psychologists,diagnosticians,"The diagnosticians looked for the psychologists that in recent months the patients in the rehabilitation wing appreciated thanks to the personal attitude. Therefore, the patients appreciated the ","The diagnosticians looked for the psychologists that in recent months the patients in the rehabilitation wing appreciated thanks to the personal attitude. Therefore, the patients appreciated the [MASK]"
The broadcaster interviewed the swimmers that the competitors watched during the coverage of the results,Who did the competitors watch?,swimmers,broadcaster,"The broadcaster interviewed the swimmers that the competitors watched during the coverage of the results. Therefore, the competitors watched the ","The broadcaster interviewed the swimmers that the competitors watched during the coverage of the results. Therefore, the competitors watched the [MASK] during the coverage of the results."
The broadcasters interviewed the swimmers that the competitors watched during the coverage of the results,Who did the competitors watch?,swimmers,broadcasters,"The broadcasters interviewed the swimmers that the competitors watched during the coverage of the results. Therefore, the competitors watched the ","The broadcasters interviewed the swimmers that the competitors watched during the coverage of the results. Therefore, the competitors watched the [MASK] during the coverage of the results."
The broadcaster interviewed the swimmers that last week the leading competitors in the world watched during the coverage of the results,Who did the competitors watch?,swimmers,broadcaster,"The broadcaster interviewed the swimmers that last week the leading competitors in the world watched during the coverage of the results. Therefore, the competitors watched the ","The broadcaster interviewed the swimmers that last week the leading competitors in the world watched during the coverage of the results. Therefore, the competitors watched the [MASK] during the coverage of the results."
The broadcasters interviewed the swimmers that last week the leading competitors in the world watched during the coverage of the results,Who did the competitors watch?,swimmers,broadcasters,"The broadcasters interviewed the swimmers that last week the leading competitors in the world watched during the coverage of the results. Therefore, the competitors watched the ","The broadcasters interviewed the swimmers that last week the leading competitors in the world watched during the coverage of the results. Therefore, the competitors watched the [MASK] during the coverage of the results."
The editor censored the journalists that the readers influenced following the poignant article,Who did the readers influenced?,journalists,editor,"The editor censored the journalists that the readers influenced following the poignant article. Therefore, the readers influenced the ","The editor censored the journalists that the readers influenced following the poignant article. Therefore, the readers influenced the [MASK]"
The editors censored the journalists that the readers influenced following the poignant article,Who did the readers influenced?,journalists,editors,"The editors censored the journalists that the readers influenced following the poignant article. Therefore, the readers influenced the ","The editors censored the journalists that the readers influenced following the poignant article. Therefore, the readers influenced the [MASK]"
The editor censored the journalists that last week's devout and educated readers influenced following the poignant article,Who did the readers influenced?,journalists,editor,"The editor censored the journalists that last week's devout and educated readers influenced following the poignant article. Therefore, the readers influenced the ","The editor censored the journalists that last week's devout and educated readers influenced following the poignant article. Therefore, the readers influenced the [MASK]"
The editors censored the journalists that last week's devout and educated readers influenced following the poignant article,Who did the readers influenced?,journalists,editors,"The editors censored the journalists that last week's devout and educated readers influenced following the poignant article. Therefore, the readers influenced the ","The editors censored the journalists that last week's devout and educated readers influenced following the poignant article. Therefore, the readers influenced the [MASK]"
The donor bored the researchers that interns disturbed during the grant approval process,Who did the  interns disturb?,researchers,donor,"The donor bored the researchers that interns disturbed during the grant approval process. Therefore, the interns disturbed the ","The donor bored the researchers that interns disturbed during the grant approval process. Therefore, the interns disturbed the [MASK]"
The donors bored the researchers that interns disturbed during the grant approval process,Who did the  interns disturb?,researchers,donors,"The donors bored the researchers that interns disturbed during the grant approval process. Therefore, the interns disturbed the ","The donors bored the researchers that interns disturbed during the grant approval process. Therefore, the interns disturbed the [MASK]"
The donor bored the researchers that last year the lazy and dependent interns disturbed during the grant approval process,Who did the  interns disturb?,researchers,donor,"The donor bored the researchers that last year the lazy and dependent interns disturbed during the grant approval process. Therefore, the interns disturbed the ","The donor bored the researchers that last year the lazy and dependent interns disturbed during the grant approval process. Therefore, the interns disturbed the [MASK]"
The donors bored the researchers that last year the lazy and dependent interns disturbed during the grant approval process,Who did the  interns disturb?,researchers,donors,"The donors bored the researchers that last year the lazy and dependent interns disturbed during the grant approval process. Therefore, the interns disturbed the ","The donors bored the researchers that last year the lazy and dependent interns disturbed during the grant approval process. Therefore, the interns disturbed the [MASK]"
